date,title,url
20130508,102年4月18日至102年4月22日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305080005
20130508,102年4月24日至102年4月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305080004
20130513,102年5月6日至102年5月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305130001
20130520,102年5月10日至102年5月13日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305200001
20130527,102年5月1日至102年5月17日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305270002
20130527,102年5月14日至102年5月17日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305270001
20130528,102年5月21日至102年5月24日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201305280001
20130604,102年5月21日至102年5月29日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306040002
20130604,102年5月25日至102年5月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306040001
20130611,102年6月3日至102年6月7日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306110002
20130611,102年6月3日至102年6月8日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306110001
20130619,102年6月10日至102年6月13日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306190002
20130619,102年6月10日至102年6月13日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306190001
20130627,102年6月17日至102年6月24日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201306270001
20130703,102年6月24日至102年6月28日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307030002
20130703,102年6月24日至102年6月28日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307030001
20130712,102年7月1日至102年7月8日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307120002
20130712,102年7月1日至102年7月5日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307120001
20130717,102年7月11日至102年7月15日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307170001
20130724,102年7月15日至102年7月19日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201307240001
20130801,102年7月19日至102年7月26日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308010001
20130807,102年7月15日至102年7月22日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308070002
20130807,102年7月29日至102年7月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308070001
20130819,102年8月1日至102年8月12日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308190001
20130821,102年8月12日至102年8月19日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308210001
20130827,102年8月19日至102年8月23日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201308270001
20130903,102年8月12日至102年8月29日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309030002
20130903,102年8月26日至102年8月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309030001
20130917,102年9月2日至102年9月6日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309170001
20130918,102年9月3日至102年9月14日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309180006
20130918,102年9月9日至102年9月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309180005
20130925,102年9月17日至102年9月18日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201309250002
20131003,102年9月16日至102年9月27日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310030002
20131003,102年9月20日至102年9月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310030001
20131008,102年10月1日至102年10月4日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310080001
20131016,102年10月1日至102年10月2日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310160002
20131016,102年10月1日至102年10月4日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310160001
20131024,102年10月16日（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310240002
20131024,102年10月14日至102年10月18日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201310240001
20131101,102年10月21日至102年10月30日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311010002
20131101,102年10月21日至102年10月28日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311010001
20131105,102年10月30日至102年10月31日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311050002
20131105,102年10月29日至102年10月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311050001
20131112,102年11月1日至102年11月6日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311120002
20131112,102年11月1日至102年11月10日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311120001
20131119,102年11月12日至102年11月13日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311190017
20131119,102年11月11日至102年11月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311190016
20131128,102年11月15日至102年11月20日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201311280001
20131204,102年11月20日至102年11月27日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312040002
20131204,102年11月26日至102年11月28日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312040001
20131212,102年12月2日至102年12月6日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312120001
20131219,102年12月10日至102年12月16日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312190001
20131224,102年12月4日至102年12月19日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312240002
20131224,102年12月16日至102年12月20日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201312240001
20140103,102年12月31日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401030003
20140103,102年12月22日至102年12月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401030002
20140108,103年1月5日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401080002
20140108,103年1月2日至103年1月3日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401080001
20140114,103年1月6日至103年1月10日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401140001
20140121,103年1月10日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401210002
20140121,103年1月13日至103年1月17日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401210001
20140127,103年1月17日至103年1月21日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401270002
20140127,103年1月20日至103年1月24日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401270001
20140128,103年1月27日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201401280001
20140207,103年1月27日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402070002
20140207,103年1月25日至103年1月29日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402070001
20140211,103年2月5日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402110002
20140211,103年2月5日至103年2月7日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402110001
20140218,103年2月10日至103年2月13日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402180002
20140226,103年2月18日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402260002
20140226,103年2月17日至103年2月21日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201402260001
20140304,103年2月24日捕捉報表（兔、鼠）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403040002
20140304,103年2月23日至103年2月27日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403040001
20140314,103年3月6日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403140002
20140314,103年3月1日至103年3月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403140001
20140319,103年3月10日至103年3月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403190001
20140325,103年3月17日至103年3月21日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201403250003
20140402,103年3月24日至103年3月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404020001
20140408,103年4月1日至103年4月3日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404080001
20140415,103年4月3日至103年4月11日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404150003
20140415,103年4月7日至103年4月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404150002
20140423,103年4月15日至103年4月18日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404230001
20140429,103年4月22日至103年4月25日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404290002
20140429,103年4月18日至103年4月24日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201404290001
20140507,103年4月28日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405070003
20140507,103年4月27日至103年4月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405070002
20140513,103年5月2日至103年5月9日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405130002
20140513,103年5月2日至103年5月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405130001
20140520,103年5月12日至103年5月16日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405200003
20140520,103年5月14日至103年5月16日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405200002
20140527,103年5月19日至103年5月22日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405270002
20140527,103年5月18日至103年5月26日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201405270001
20140603,103年5月26日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406030002
20140603,103年5月26日至103年5月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406030001
20140611,103年6月5日至103年6月7日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406110002
20140611,103年6月3日至103年6月6日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406110001
20140618,103年6月10日至103年6月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406180001
20140626,103年6月16日至103年6月20日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201406260001
20140702,103年6月26日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407020002
20140702,103年6月25日至103年6月30日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407020001
20140709,103年7月2日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407090002
20140709,103年7月1日至103年7月4日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407090001
20140716,103年7月7日至103年7月14日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407160001
20140722,103年7月11日至103年7月18日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407220002
20140722,103年7月15日至103年7月17日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407220001
20140729,103年7月21日至103年7月24日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407290002
20140729,103年7月21日至103年7月26日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201407290001
20140805,103年7月28日至103年7月31日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408050001
20140812,103年8月4日至103年8月6日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408120002
20140812,103年8月1日至103年8月9日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408120001
20140825,103年8月11日至103年8月15日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408250001
20140826,103年8月18日至103年8月21日捕捉報表（狗）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408260003
20140826,103年8月15日至103年8月18日捕捉報表（貓）,home.jsp?mserno=201110060008&serno=201110130001&contlink=ap\\\/unit1_view.jsp&dataserno=201408260002
